AÑO;TOTAL MATRÍCULA;TOTAL MATRÍCULA MUJERES;TOTAL MATRÍCULA HOMBRES;TOTAL MATRÍCULA NO BINARIOS O INDEFINIDOS;TOTAL MATRÍCULA PRIMER AÑO;TOTAL MATRÍCULA MUJERES PRIMER AÑO;TOTAL MATRÍCULA HOMBRES PRIMER AÑO;TOTAL MATRÍCULA NO BINARIOS O INDEFINIDOS PRIMER AÑO;CLASIFICACIÓN INSTITUCIÓN NIVEL 1;CLASIFICACIÓN INSTITUCIÓN NIVEL 2;CLASIFICACIÓN INSTITUCIÓN NIVEL 3;CÓDIGO DE INSTITUCIÓN;NOMBRE INSTITUCIÓN;ACREDITACIÓN INSTITUCIONAL;REGIÓN;PROVINCIA;COMUNA;NOMBRE SEDE;NOMBRE CARRERA;ÁREA DEL CONOCIMIENTO;CINE-F 1997 ÁREA;CINE-F 1997 SUBAREA;ÁREA CARRERA GENÉRICA;CINE-F 2013 ÁREA;CINE-F 2013 SUBAREA;NIVEL GLOBAL;CARRERA CLASIFICACIÓN NIVEL 1;CARRERA CLASIFICACIÓN NIVEL 2;MODALIDAD;JORNADA;TIPO DE PLAN DE LA CARRERA;DURACIÓN ESTUDIO CARRERA;DURACIÓN TOTAL DE CARRERA;CÓDIGO CARRERA;ACREDITACIÓN CARRERA;TOTAL RANGO DE EDAD;RANGO DE EDAD 15 A 19 AÑOS;RANGO DE EDAD 20 A 24 AÑOS;RANGO DE EDAD 25 A 29 AÑOS;RANGO DE EDAD 30 A 34 AÑOS;RANGO DE EDAD 35 A 39 AÑOS;RANGO DE EDAD 40 Y MÁS AÑOS;RANGO DE EDAD SIN INFORMACIÓN; PROMEDIO EDAD CARRERA      ; PROMEDIO EDAD MUJER      ; PROMEDIO EDAD HOMBRE      ; PROMEDIO EDAD NO BINARIO ;TES MUNICIPAL + SERVICIO LOCAL EDUCACION;TES PARTICULAR SUBVENCIONADO;TES PARTICULAR PAGADO;TES CORP. DE ADMINISTRACIÓN DELEGADA;TOTAL TES;% COBERTURA TES;TIPO ESTABLECIMIENTO HC;TIPO ESTABLECIMIENTO TP;CLAS_EST ADULTO;CLAS_EST JOVEN
MAT_2020;3;;3;;;;;;Universidades;Universidades Privadas;Universidades Privadas;11;UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CAMPUS BRASIL;MAGISTER EN COMPOSICION PARA ARTES ESCENICAS Y MEDIOS AUDIOVISUALES;Arte y Arquitectura;Humanidades y Artes;Artes;Magister en Arte y Arquitectura;Artes y Humanidades;Artes;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I11S2C203J2V1;NO ACREDITADA;3;;;1;2;;;; 31,0 ;; 31,0 ;;1;2;;;3;100,0%;3;;;3
MAT_2020;6;1;5;;;;;;Universidades;Universidades Privadas;Universidades Privadas;19;UNIVERSIDAD DE LAS AMERICAS;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CAMPUS PROVIDENCIA;INGENIERIA EN SONIDO Y ACUSTICA;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I19S1C329J1V1;NO ACREDITADA;6;;5;1;;;;; 23,2 ; 21,0 ; 23,6 ;;;4;2;;6;100,0%;5;1;;6
MAT_2020;43;14;29;;7;;7;;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CASONA DE LAS CONDES;EDUCACION MUSICAL PARA LA EDUCACION PREESCOLAR Y BASICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I20S2C20J1V1;ACREDITADA;43;6;31;5;1;;;; 22,0 ; 22,3 ; 21,9 ;;8;25;8;1;42;97,7%;36;6;2;40
MAT_2020;216;33;183;;104;18;86;;Universidades;Universidades Privadas;Universidades Privadas;26;UNIVERSIDAD DE ARTES, CIENCIAS Y COMUNICACION - UNIACC;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CASA CENTRAL (SANTIAGO);MUSICA Y COMPOSICION;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;9;10;I26S1C126J1V1;ACREDITADA;216;54;135;21;5;1;;; 21,4 ; 21,4 ; 21,4 ;;31;103;71;3;208;96,3%;188;20;22;186
MAT_2020;64;28;36;;23;12;11;;Universidades;Universidades Privadas;Universidades Privadas;26;UNIVERSIDAD DE ARTES, CIENCIAS Y COMUNICACION - UNIACC;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CASA CENTRAL (SANTIAGO);MUSICA E INTERPRETACION;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;9;10;I26S1C154J1V1;NO ACREDITADA;64;17;39;8;;;;; 21,3 ; 20,8 ; 21,6 ;;12;31;18;2;63;98,4%;54;9;6;57
MAT_2020;9;2;7;;;;;;Universidades;Universidades Privadas;Universidades Privadas;26;UNIVERSIDAD DE ARTES, CIENCIAS Y COMUNICACION - UNIACC;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CASA CENTRAL (SANTIAGO);MAGISTER EN ESTETICA DE LA MUSICA POPULAR;Arte y Arquitectura;Humanidades y Artes;Artes;Magister en Arte y Arquitectura;Artes y Humanidades;Artes;Posgrado;Magister;Magister;Semipresencial;Semipresencial;Plan Regular;4;4;I26S1C202J3V1;NO ACREDITADA;9;;;1;1;4;3;; 39,3 ; 38,0 ; 39,7 ;;2;;;;2;22,2%;2;;;2
MAT_2020;145;47;98;;36;13;23;;Universidades;Universidades Privadas;Universidades Privadas;38;UNIVERSIDAD ADVENTISTA DE CHILE;ACREDITADA;Ñuble;DIGUILLIN;CHILLAN;CASA CENTRAL (CHILLAN);PEDAGOGIA EN MUSICA MENCION EDUCACION EXTRAESCOLAR;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I38S1C19J1V1;ACREDITADA;145;37;85;19;2;;2;; 22,0 ; 22,0 ; 21,9 ;;38;90;2;7;137;94,5%;111;26;4;133
MAT_2020;174;112;62;;43;29;14;;Universidades;Universidades Privadas;Universidades Privadas;42;UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);PEDAGOGIA EN EDUCACION ARTISTICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I42S1C21J1V1;NO ACREDITADA;174;40;100;23;5;5;1;; 22,4 ; 22,4 ; 22,3 ;;43;113;5;6;167;96,0%;135;32;8;159
MAT_2020;12;;12;;;;;;Universidades;Universidades Privadas;Universidades Privadas;54;UNIVERSIDAD TECNOLOGICA DE CHILE INACAP;ACREDITADA;Metropolitana;SANTIAGO;ÑUÑOA;SEDE ÑUÑOA;TECNOLOGIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;Presencial;Diurna;Plan Regular;5;5;I54S1C12J1V1;ACREDITADA;12;;9;3;;;;; 23,0 ;; 23,0 ;;5;4;3;;12;100,0%;12;;4;8
MAT_2020;1;;1;;;;;;Universidades;Universidades Privadas;Universidades Privadas;54;UNIVERSIDAD TECNOLOGICA DE CHILE INACAP;ACREDITADA;Metropolitana;SANTIAGO;ÑUÑOA;SEDE ÑUÑOA;INGENIERIA CIVIL EN SONIDO Y ACUSTICA;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería Civil en Sonido y Acústica;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I54S1C2J1V1;NO ACREDITADA;1;;;1;;;;; 28,0 ;; 28,0 ;;;1;;;1;100,0%;1;;1;
MAT_2020;168;5;163;;20;;20;;Universidades;Universidades Privadas;Universidades Privadas;54;UNIVERSIDAD TECNOLOGICA DE CHILE INACAP;ACREDITADA;Metropolitana;SANTIAGO;ÑUÑOA;SEDE ÑUÑOA;INGENIERIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I54S1C30J1V2;NO ACREDITADA;168;17;117;27;5;2;;; 22,5 ; 23,2 ; 22,4 ;;27;90;42;1;160;95,2%;147;13;7;153
MAT_2020;2;;2;;;;;;Universidades;Universidades Privadas;Universidades Privadas;54;UNIVERSIDAD TECNOLOGICA DE CHILE INACAP;ACREDITADA;Metropolitana;SANTIAGO;ÑUÑOA;SEDE ÑUÑOA;PEDAGOGIA EN EDUCACION MEDIA MENCION ARTES MUSICALES;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I54S1C58J1V1;ACREDITADA;2;;;2;;;;; 28,5 ;; 28,5 ;;;2;;;2;100,0%;2;;;2
MAT_2020;76;18;58;;;;;;Universidades;Universidades Privadas;Universidades Privadas;54;UNIVERSIDAD TECNOLOGICA DE CHILE INACAP;ACREDITADA;Metropolitana;SANTIAGO;ÑUÑOA;SEDE ÑUÑOA;PEDAGOGIA EN EDUCACION MEDIA MENCION ARTES MUSICALES;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;9;9;I54S1C58J1V2;ACREDITADA;76;2;49;24;;;1;; 23,8 ; 25,7 ; 23,2 ;;22;47;3;3;75;98,7%;59;16;5;70
MAT_2020;330;101;229;;66;20;46;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);PEDAGOGIA EN MUSICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I69S1C77J1V1;ACREDITADA;330;60;206;52;7;3;2;; 22,5 ; 21,7 ; 22,8 ;;104;190;22;7;323;97,9%;287;36;17;306
MAT_2020;1;1;;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);PEDAGOGIA EN MUSICA MENCION DIRECCION DE ORQUESTAS;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I69S1C77J1V3;ACREDITADA;1;;;1;;;;; 29,0 ; 29,0 ;;;1;;;;1;100,0%;1;;;1
MAT_2020;41;25;16;;3;2;1;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INTERPRETACION SUPERIOR MENCION CANTO;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I69S1C78J1V1;ACREDITADA;41;2;14;20;3;1;1;; 25,6 ; 25,5 ; 25,8 ;;12;21;5;1;39;95,1%;35;4;5;34
MAT_2020;14;4;10;;7;4;3;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);MAGISTER EN MUSICOLOGIA LATINOAMERICANA;Arte y Arquitectura;Humanidades y Artes;Artes;Magister en Arte y Arquitectura;Artes y Humanidades;Artes;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I69S1C369J2V1;ACREDITADA;14;;2;1;5;1;5;; 35,6 ; 31,3 ; 37,4 ;;6;1;1;;8;57,1%;7;1;;8
MAT_2020;210;61;149;;1;;1;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INTERPRETACION MUSICAL CON ESPECIALIDADES;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I70S1C71J1V1;NO ACREDITADA;210;2;112;85;8;2;1;; 24,5 ; 24,8 ; 24,4 ;;62;85;31;9;187;89,0%;166;21;14;173
MAT_2020;6;;6;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);LICENCIATURA EN ARTES CON MENCION EN SONIDO;Arte y Arquitectura;Humanidades y Artes;Artes;Artes y Licenciatura en Artes;Artes y Humanidades;Artes;Pregrado;Licenciatura No Conducente a Título;Carreras Profesionales;Presencial;Diurna;Plan Regular;9;9;I70S1C72J1V1;NO ACREDITADA;6;;3;3;;;;; 25,5 ;; 25,5 ;;1;3;2;;6;100,0%;5;1;;6
MAT_2020;112;34;78;;19;8;11;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);TEORIA DE LA MUSICA;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;14;14;I70S1C73J1V1;NO ACREDITADA;112;25;68;17;2;;;; 22,0 ; 21,1 ; 22,4 ;;41;45;19;4;109;97,3%;103;6;2;107
MAT_2020;34;2;32;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);LICENCIATURA EN ARTES CON MENCION EN COMPOSICION;Arte y Arquitectura;Humanidades y Artes;Artes;Artes y Licenciatura en Artes;Artes y Humanidades;Artes;Pregrado;Licenciatura No Conducente a Título;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I70S1C80J1V1;NO ACREDITADA;34;;18;14;2;;;; 24,7 ; 24,5 ; 24,7 ;;8;14;11;;33;97,1%;32;1;1;32
MAT_2020;29;4;25;;13;2;11;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);ETAPA BASICA DE LA LICENCIATURA EN ARTES CON MENCION EN COMPOSICION;Arte y Arquitectura;Humanidades y Artes;Artes;Artes y Licenciatura en Artes;Artes y Humanidades;Artes;Pregrado;Bachillerato, Ciclo Inicial o Plan Común;Carreras Profesionales;Presencial;Diurna;Plan Regular;4;4;I70S1C840J1V1;NO ACREDITADA;29;3;18;7;1;;;; 22,9 ; 24,5 ; 22,7 ;;7;13;5;1;26;89,7%;23;3;1;25
MAT_2020;94;32;62;;54;19;35;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);ETAPA BASICA DE LA LICENCIATURA EN ARTES CON MENCION EN INTERPRETACION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Artes y Licenciatura en Artes;Artes y Humanidades;Artes;Pregrado;Bachillerato, Ciclo Inicial o Plan Común;Carreras Profesionales;Presencial;Diurna;Plan Regular;4;4;I70S1C842J1V1;NO ACREDITADA;94;25;58;9;1;;1;; 21,5 ; 21,6 ; 21,5 ;;26;40;11;6;83;88,3%;69;14;8;75
MAT_2020;131;15;116;;32;3;29;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INGENIERIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I70S1C873J1V1;NO ACREDITADA;131;42;77;9;2;1;;; 21,3 ; 21,0 ; 21,3 ;;33;45;48;;126;96,2%;123;3;1;125
MAT_2020;4;2;2;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);MAGISTER EN GESTION CULTURAL;Ciencias Sociales;Ciencias Sociales, Enseñanza Comercial y Derecho;Ciencias Sociales y del Comportamiento;Magister en Ciencias Sociales;Ciencias Sociales, Periodismo e Información;Ciencias Sociales y del Comportamiento;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C535J2V1;NO ACREDITADA;4;;;1;2;1;;; 32,0 ; 29,0 ; 35,0 ;;;1;1;;2;50,0%;2;;;2
MAT_2020;12;2;10;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;72;UNIVERSIDAD DE VALPARAISO;ACREDITADA;Valparaíso;VALPARAISO;VALPARAISO;CASA CENTRAL (VALPARAISO);MUSICA;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Licenciatura No Conducente a Título;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I72S1C145J1V1;NO ACREDITADA;12;;6;2;3;1;;; 26,6 ; 24,5 ; 27,0 ;;5;7;;;12;100,0%;10;2;1;11
MAT_2020;131;36;95;;43;13;30;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;72;UNIVERSIDAD DE VALPARAISO;ACREDITADA;Valparaíso;VALPARAISO;VALPARAISO;CASA CENTRAL (VALPARAISO);PEDAGOGIA EN MUSICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I72S1C558J1V1;ACREDITADA;131;33;85;12;1;;;; 21,2 ; 20,8 ; 21,3 ;;41;83;4;3;131;100,0%;117;14;4;127
MAT_2020;94;18;76;;23;8;15;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;73;UNIVERSIDAD DE ANTOFAGASTA;ACREDITADA;Antofagasta;ANTOFAGASTA;ANTOFAGASTA;SEDE CAMPUS COLOSO;MUSICA;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I73S2C247J1V1;NO ACREDITADA;94;24;51;10;8;1;;; 22,3 ; 22,2 ; 22,3 ;;28;52;10;;90;95,7%;71;19;3;87
MAT_2020;67;19;48;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;74;UNIVERSIDAD DE LA SERENA;ACREDITADA;Coquimbo;ELQUI;LA SERENA;LA SERENA;PEDAGOGIA EN EDUCACION MUSICAL;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;9;9;I74S1C48J1V1;ACREDITADA;67;;49;15;2;;1;; 23,5 ; 24,1 ; 23,3 ;;22;41;3;;66;98,5%;52;14;;66
MAT_2020;77;26;51;;41;13;28;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;74;UNIVERSIDAD DE LA SERENA;ACREDITADA;Coquimbo;ELQUI;LA SERENA;LA SERENA;PEDAGOGIA EN EDUCACION MUSICAL;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I74S1C48J1V2;ACREDITADA;77;43;27;5;2;;;; 20,3 ; 19,9 ; 20,6 ;;28;44;5;;77;100,0%;65;12;3;74
MAT_2020;74;22;52;;24;6;18;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;74;UNIVERSIDAD DE LA SERENA;ACREDITADA;Coquimbo;ELQUI;LA SERENA;LA SERENA;LICENCIATURA EN MUSICA;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Licenciatura No Conducente a Título;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I74S1C74J1V1;NO ACREDITADA;74;23;41;9;1;;;; 21,3 ; 20,7 ; 21,5 ;;15;47;9;;71;95,9%;66;5;3;68
MAT_2020;43;14;29;;11;2;9;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;77;UNIVERSIDAD DE MAGALLANES;ACREDITADA;Magallanes;MAGALLANES;PUNTA ARENAS;CASA CENTRAL (PUNTA ARENAS);PEDAGOGIA EN ARTES MUSICALES PARA ENSEÑANZA BASICA Y MEDIA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I77S1C191J1V1;ACREDITADA;43;9;27;4;3;;;; 22,4 ; 21,2 ; 22,9 ;;15;26;1;;42;97,7%;35;7;;42
MAT_2020;84;35;49;;33;18;15;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;78;UNIVERSIDAD DE TALCA;ACREDITADA;Maule;TALCA;TALCA;CASA CENTRAL (TALCA);LICENCIATURA EN INTERPRETACION Y FORMACION MUSICAL ESPECIALIZADA;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Licenciatura No Conducente a Título;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I78S1C337J1V1;NO ACREDITADA;84;24;52;5;3;;;; 21,0 ; 20,5 ; 21,4 ;;38;39;1;3;81;96,4%;67;14;3;78
MAT_2020;57;20;37;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;78;UNIVERSIDAD DE TALCA;ACREDITADA;Maule;TALCA;TALCA;CASA CENTRAL (TALCA);INTERPRETACION Y DOCENCIA MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I78S1C46J1V1;NO ACREDITADA;57;;44;12;;1;;; 23,3 ; 23,7 ; 23,1 ;;32;22;;;54;94,7%;51;3;1;53
MAT_2020;10;1;9;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;81;UNIVERSIDAD ARTURO PRAT;ACREDITADA;Tarapacá;IQUIQUE;IQUIQUE;CASA CENTRAL (IQUIQUE);TECNICO DE NIVEL SUPERIOR SONIDO Y ACUSTICA;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Sonido;Artes y Humanidades;Artes;Pregrado;Técnico de Nivel Superior;Carreras Técnicas;Presencial;Vespertina;Plan Regular;5;5;I81S1C36J2V1;NO ACREDITADA;10;;7;3;;;;; 23,6 ; 22,0 ; 23,8 ;;;9;1;;10;100,0%;7;3;2;8
MAT_2020;150;50;100;;34;13;21;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;82;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;ACREDITADA;Metropolitana;SANTIAGO;ÑUÑOA;CASA CENTRAL (SANTIAGO);LICENCIATURA EN MUSICA Y DIRECCION DE AGRUPACIONES MUSICALES INSTRUMENTALES;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I82S1C167J1V1;NO ACREDITADA;150;24;93;28;4;1;;; 22,5 ; 22,2 ; 22,6 ;;48;81;13;4;146;97,3%;129;17;7;139
MAT_2020;228;80;148;;42;11;31;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;82;UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION;ACREDITADA;Metropolitana;SANTIAGO;ÑUÑOA;CASA CENTRAL (SANTIAGO);LICENCIATURA EN EDUCACION Y PEDAGOGIA EN MUSICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I82S1C3J1V1;ACREDITADA;228;49;133;36;7;1;2;; 22,3 ; 22,5 ; 22,3 ;;84;102;32;5;223;97,8%;210;13;4;219
MAT_2020;201;60;141;;35;15;20;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;83;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION;ACREDITADA;Valparaíso;VALPARAISO;VALPARAISO;CASA CENTRAL (VALPARAISO);PEDAGOGIA EN EDUCACION MUSICAL;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;9;9;I83S1C48J1V1;ACREDITADA;201;29;133;31;6;;2;; 22,6 ; 22,8 ; 22,6 ;;55;124;17;;196;97,5%;186;10;9;187
MAT_2020;11;2;9;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;83;UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION;ACREDITADA;Valparaíso;VALPARAISO;VALPARAISO;CASA CENTRAL (VALPARAISO);PEDAGOGIA EN EDUCACION MUSICAL;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I83S1C48J1V3;NO ACREDITADA;11;;;8;1;1;1;; 29,8 ; 29,0 ; 30,0 ;;3;7;;;10;90,9%;7;3;;10
