AÑO;TOTAL MATRÍCULA;TOTAL MATRÍCULA MUJERES;TOTAL MATRÍCULA HOMBRES;TOTAL MATRÍCULA NO BINARIOS O INDEFINIDOS;TOTAL MATRÍCULA PRIMER AÑO;TOTAL MATRÍCULA MUJERES PRIMER AÑO;TOTAL MATRÍCULA HOMBRES PRIMER AÑO;TOTAL MATRÍCULA NO BINARIOS O INDEFINIDOS PRIMER AÑO;CLASIFICACIÓN INSTITUCIÓN NIVEL 1;CLASIFICACIÓN INSTITUCIÓN NIVEL 2;CLASIFICACIÓN INSTITUCIÓN NIVEL 3;CÓDIGO DE INSTITUCIÓN;NOMBRE INSTITUCIÓN;ACREDITACIÓN INSTITUCIONAL;REGIÓN;PROVINCIA;COMUNA;NOMBRE SEDE;NOMBRE CARRERA;ÁREA DEL CONOCIMIENTO;CINE-F 1997 ÁREA;CINE-F 1997 SUBAREA;ÁREA CARRERA GENÉRICA;CINE-F 2013 ÁREA;CINE-F 2013 SUBAREA;NIVEL GLOBAL;CARRERA CLASIFICACIÓN NIVEL 1;CARRERA CLASIFICACIÓN NIVEL 2;MODALIDAD;JORNADA;TIPO DE PLAN DE LA CARRERA;DURACIÓN ESTUDIO CARRERA;DURACIÓN TOTAL DE CARRERA;CÓDIGO CARRERA;ACREDITACIÓN CARRERA;TOTAL RANGO DE EDAD;RANGO DE EDAD 15 A 19 AÑOS;RANGO DE EDAD 20 A 24 AÑOS;RANGO DE EDAD 25 A 29 AÑOS;RANGO DE EDAD 30 A 34 AÑOS;RANGO DE EDAD 35 A 39 AÑOS;RANGO DE EDAD 40 Y MÁS AÑOS;RANGO DE EDAD SIN INFORMACIÓN; PROMEDIO EDAD CARRERA      ; PROMEDIO EDAD MUJER      ; PROMEDIO EDAD HOMBRE      ; PROMEDIO EDAD NO BINARIO ;TES MUNICIPAL + SERVICIO LOCAL EDUCACION;TES PARTICULAR SUBVENCIONADO;TES PARTICULAR PAGADO;TES CORP. DE ADMINISTRACIÓN DELEGADA;TOTAL TES;% COBERTURA TES;TIPO ESTABLECIMIENTO HC;TIPO ESTABLECIMIENTO TP;CLAS_EST ADULTO;CLAS_EST JOVEN
MAT_2026;3;2;1;;3;2;1;;Universidades;Universidades Privadas;Universidades Privadas;2;UNIVERSIDAD FINIS TERRAE;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CASA CENTRAL (SANTIAGO);DIPLOMADO EN GESTION CULTURAL VINCULADO A LA EDUCACION;Ciencias Sociales;Ciencias Sociales, Enseñanza Comercial y Derecho;Ciencias Sociales y del Comportamiento;Postítulo en Ciencias Sociales;Ciencias Sociales, Periodismo e Información;Ciencias Sociales y del Comportamiento;Postítulo;Diplomado (desde un semestre);Postítulo;No Presencial;A Distancia;Plan Regular;1;1;I2S1C594J4V1;NO ACREDITADA;3;;;;1;;2;; 42,7 ; 38,0 ; 52,0 ;;;1;;;1;33,3%;1;;;1
MAT_2026;6;2;4;;;;;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE MANUEL MONTT;PEDAGOGIA EN ARTES MUSICALES PARA LA EDUCACION BASICA Y EDUCACION MEDIA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I10S7C173J1V1;ACREDITADA;6;;1;5;;;;; 26,2 ; 26,5 ; 26,0 ;;2;3;1;;6;100,0%;6;;1;5
MAT_2026;1;;1;;;;;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CONSERVATORIO DE MUSICA;PEDAGOGIA EN ARTES MUSICALES PARA LA EDUCACION BASICA Y EDUCACION MEDIA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I10S9C173J1V1;ACREDITADA;1;;;;;1;;; 36,0 ;; 36,0 ;;;1;;;1;100,0%;;1;;1
MAT_2026;1;1;;;;;;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CONSERVATORIO DE MUSICA;INTERPRETE MUSICAL SUPERIOR EN CANTO POPULAR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I10S9C2J1V1;NO ACREDITADA;1;;;1;;;;; 25,0 ; 25,0 ;;;;;1;;1;100,0%;1;;;1
MAT_2026;56;16;40;;;;;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CONSERVATORIO DE MUSICA;INTERPRETE MUSICAL SUPERIOR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I10S9C760J1V1;NO ACREDITADA;56;;30;20;5;;1;; 25,1 ; 24,7 ; 25,3 ;;19;20;10;2;51;91,1%;48;3;4;47
MAT_2026;3;;3;;;;;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CONSERVATORIO DE MUSICA;COMPOSICION MUSICAL SUPERIOR;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I10S9C761J1V1;NO ACREDITADA;3;;;2;1;;;; 28,0 ;; 28,0 ;;;;2;;2;66,7%;2;;;2
MAT_2026;10;6;4;;10;6;4;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE MANUEL MONTT;DIPLOMADO EN DIDACTICA DE LA MUSICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Postítulo en Educación;Educación;Educación;Postítulo;Diplomado (desde un semestre);Postítulo;Presencial;Vespertina;Plan Regular;1;1;I10S7C883J2V1;NO ACREDITADA;10;;1;5;1;2;1;; 31,0 ; 28,5 ; 34,8 ;;;7;2;;9;90,0%;9;;1;8
MAT_2026;9;3;6;;;;;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;SEDE MANUEL MONTT;POSTITULO EN EDUCACION MUSICAL PARA EDUCACION GENERAL BASICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Postítulo en Educación;Educación;Educación;Postítulo;Postítulo;Postítulo;Presencial;Vespertina;Plan Regular;2;2;I10S7C995J2V1;NO ACREDITADA;9;;;1;1;;7;; 42,0 ; 34,3 ; 45,8 ;;2;2;;;4;44,4%;4;;;4
MAT_2026;81;24;57;;24;5;19;;Universidades;Universidades Privadas;Universidades Privadas;11;UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CAMPUS REPUBLICA;COMPOSICION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I11S2C152J1V1;NO ACREDITADA;81;21;46;10;3;;1;; 22,1 ; 21,5 ; 22,4 ;;31;45;2;2;80;98,8%;68;12;6;74
MAT_2026;97;24;73;;24;4;20;;Universidades;Universidades Privadas;Universidades Privadas;11;UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CAMPUS REPUBLICA;INTERPRETACION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I11S2C212J1V1;NO ACREDITADA;97;25;47;17;6;2;;; 22,6 ; 22,9 ; 22,6 ;;38;44;5;6;93;95,9%;81;12;9;84
MAT_2026;18;6;12;;;;;;Universidades;Universidades Privadas;Universidades Privadas;11;UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CAMPUS REPUBLICA;PEDAGOGIA EN MUSICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I11S2C66J1V1;ACREDITADA;18;;5;8;3;2;;; 27,9 ; 27,0 ; 28,4 ;;4;13;;;17;94,4%;13;4;1;16
MAT_2026;151;27;124;;47;9;38;;Universidades;Universidades Privadas;Universidades Privadas;11;UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CAMPUS REPUBLICA;PRODUCCION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I11S2C70J1V1;NO ACREDITADA;151;35;99;13;2;1;1;; 21,8 ; 22,6 ; 21,6 ;;53;83;6;7;149;98,7%;125;24;10;139
MAT_2026;1;;1;;;;;;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CASONA DE LAS CONDES;EDUCACION MUSICAL PARA LA EDUCACION PREESCOLAR Y BASICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I20S2C20J1V1;ACREDITADA;1;;;;1;;;; 33,0 ;; 33,0 ;;1;;;;1;100,0%;1;;;1
MAT_2026;3;;3;;;;;;Universidades;Universidades Privadas;Universidades Privadas;20;UNIVERSIDAD ANDRES BELLO;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;SEDE CASONA DE LAS CONDES;PEDAGOGIA EN MUSICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I20S2C715J1V1;ACREDITADA;3;;2;1;;;;; 23,0 ;; 23,0 ;;;2;1;;3;100,0%;3;;;3
MAT_2026;284;65;219;;68;17;51;;Universidades;Universidades Privadas;Universidades Privadas;26;UNIVERSIDAD DE ARTES, CIENCIAS Y COMUNICACION - UNIACC;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CASA CENTRAL (SANTIAGO);MUSICA Y COMPOSICION;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I26S1C126J1V2;NO ACREDITADA;284;61;165;45;8;4;1;; 22,4 ; 21,7 ; 22,6 ;;43;148;86;2;279;98,2%;257;22;16;263
MAT_2026;145;57;88;;27;11;16;;Universidades;Universidades Privadas;Universidades Privadas;26;UNIVERSIDAD DE ARTES, CIENCIAS Y COMUNICACION - UNIACC;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CASA CENTRAL (SANTIAGO);MUSICA E INTERPRETACION;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I26S1C154J1V2;NO ACREDITADA;145;19;98;23;3;1;1;; 22,7 ; 23,0 ; 22,4 ;;37;72;29;3;141;97,2%;127;14;13;128
MAT_2026;100;27;73;;17;4;13;;Universidades;Universidades Privadas;Universidades Privadas;38;UNIVERSIDAD ADVENTISTA DE CHILE;ACREDITADA;Ñuble;DIGUILLIN;CHILLAN;CASA CENTRAL (CHILLAN);PEDAGOGIA EN MUSICA MENCION EDUCACION EXTRAESCOLAR;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I38S1C19J1V1;ACREDITADA;100;20;58;19;1;;2;; 22,5 ; 21,1 ; 23,0 ;;32;64;2;;98;98,0%;90;8;3;95
MAT_2026;90;58;32;;17;9;8;;Universidades;Universidades Privadas;Universidades Privadas;42;UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);PEDAGOGIA EN EDUCACION ARTISTICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I42S1C21J1V1;ACREDITADA;90;17;57;11;4;;1;; 22,4 ; 22,2 ; 22,9 ;;35;48;3;2;88;97,8%;73;15;7;81
MAT_2026;9;4;5;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INTERPRETACION SUPERIOR EN DIRECCION CORAL;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I69S1C551J1V1;NO ACREDITADA;9;;2;1;3;2;1;; 32,6 ; 36,8 ; 29,2 ;;2;4;1;1;8;88,9%;7;1;1;7
MAT_2026;8;4;4;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INTERPRETACION SUPERIOR EN MUSICA ANTIGUA;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I69S1C552J1V1;NO ACREDITADA;8;1;2;3;;;2;; 28,9 ; 26,5 ; 31,3 ;;4;2;1;;7;87,5%;7;;2;5
MAT_2026;346;118;228;;94;28;66;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);PEDAGOGIA EN MUSICA;Educación;Educación;Formación de Personal Docente y Ciencias de la Educación;Pedagogía en Artes y Música;Educación;Educación;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I69S1C77J1V1;ACREDITADA;346;90;178;52;19;5;2;; 22,4 ; 22,2 ; 22,5 ;;120;196;21;4;341;98,6%;290;51;15;326
MAT_2026;33;23;10;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);INTERPRETACION SUPERIOR MENCION CANTO;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I69S1C78J1V1;NO ACREDITADA;33;6;13;8;2;3;1;; 24,8 ; 23,3 ; 28,2 ;;13;13;5;;31;93,9%;26;5;4;27
MAT_2026;27;11;16;;10;3;7;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);MAGISTER EN MUSICOLOGIA LATINOAMERICANA;Arte y Arquitectura;Humanidades y Artes;Artes;Magister en Arte y Arquitectura;Artes y Humanidades;Artes;Posgrado;Magister;Magister;Semipresencial;Semipresencial;Plan Regular;4;4;I69S1C369J3V2;ACREDITADA;27;;3;2;7;9;6;; 35,3 ; 32,6 ; 37,2 ;;6;9;5;;20;74,1%;18;2;;20
MAT_2026;13;5;8;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;INTERPRETACION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I70S1C71J1V1;NO ACREDITADA;13;;4;4;3;1;1;; 28,9 ; 25,4 ; 31,1 ;;6;5;1;1;13;100,0%;12;1;1;12
MAT_2026;4;3;1;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;INTERPRETACION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I70S1C71J1V2;NO ACREDITADA;4;;2;2;;;;; 24,0 ; 23,7 ; 25,0 ;;3;;1;;4;100,0%;4;;;4
MAT_2026;127;41;86;;1;1;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;INTERPRETACION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;14;14;I70S1C71J1V3;NO ACREDITADA;127;;45;58;20;4;;; 26,2 ; 25,9 ; 26,4 ;;41;53;16;8;118;92,9%;102;16;11;107
MAT_2026;16;4;12;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;TEORIA DE LA MUSICA;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;14;14;I70S1C73J1V1;NO ACREDITADA;16;;10;4;1;1;;; 25,8 ; 23,5 ; 26,6 ;;5;5;3;1;14;87,5%;13;1;;14
MAT_2026;85;22;63;;25;5;20;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;TEORIA DE LA MUSICA;Arte y Arquitectura;Humanidades y Artes;Artes;Música, Canto o Danza;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I70S1C73J1V2;NO ACREDITADA;85;25;48;8;1;1;2;; 22,1 ; 21,3 ; 22,3 ;;22;44;12;4;82;96,5%;75;7;4;78
MAT_2026;6;2;4;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;LICENCIATURA EN ARTES CON MENCION EN COMPOSICION;Arte y Arquitectura;Humanidades y Artes;Artes;Artes y Licenciatura en Artes;Artes y Humanidades;Artes;Pregrado;Licenciatura No Conducente a Título;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I70S1C80J1V1;NO ACREDITADA;6;;3;1;1;;1;; 28,7 ; 38,0 ; 24,0 ;;1;2;1;;4;66,7%;4;;;4
MAT_2026;1;;1;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;LICENCIATURA EN ARTES CON MENCION EN COMPOSICION;Arte y Arquitectura;Humanidades y Artes;Artes;Artes y Licenciatura en Artes;Artes y Humanidades;Artes;Pregrado;Licenciatura No Conducente a Título;Carreras Profesionales;Presencial;Diurna;Plan Regular;8;8;I70S1C80J1V3;NO ACREDITADA;1;;;1;;;;; 25,0 ;; 25,0 ;;1;;;;1;100,0%;1;;;1
MAT_2026;63;11;52;;22;5;17;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;LICENCIATURA EN ARTES CON MENCION EN COMPOSICION;Arte y Arquitectura;Humanidades y Artes;Artes;Artes y Licenciatura en Artes;Artes y Humanidades;Artes;Pregrado;Licenciatura No Conducente a Título;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I70S1C80J1V4;NO ACREDITADA;63;20;23;17;2;1;;; 22,4 ; 22,7 ; 22,4 ;;15;34;13;;62;98,4%;61;1;2;60
MAT_2026;70;23;47;;46;10;36;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;ETAPA BASICA DE LA LICENCIATURA EN ARTES CON MENCION EN INTERPRETACION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Artes y Licenciatura en Artes;Artes y Humanidades;Artes;Pregrado;Bachillerato, Ciclo Inicial o Plan Común;Carreras Profesionales;Presencial;Diurna;Plan Regular;4;4;I70S1C842J1V1;NO ACREDITADA;70;22;36;8;4;;;; 21,7 ; 21,2 ; 22,0 ;;25;28;9;2;64;91,4%;52;12;2;62
MAT_2026;204;43;161;;38;7;31;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;INGENIERIA EN SONIDO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Sonido;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I70S1C873J1V1;NO ACREDITADA;204;45;128;24;7;;;; 22,0 ; 21,1 ; 22,2 ;;58;81;60;1;200;98,0%;187;13;1;199
MAT_2026;16;8;8;;6;2;4;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;CURSO DE ESPECIALIZACION DE POSTITULO EN MUSICOTERAPIA;Salud;Salud y Servicios Sociales;Medicina;Postítulo en Salud;Salud y Bienestar;Salud;Postítulo;Postítulo;Postítulo;Semipresencial;Semipresencial;Plan Regular;3;3;I70S1C1022J3V1;NO ACREDITADA;16;;1;2;6;4;3;; 34,0 ; 33,3 ; 34,8 ;;3;8;4;;15;93,8%;13;2;;15
MAT_2026;11;3;8;;11;3;8;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;DIPLOMA DE POSTITULO EN DIRECCION ORQUESTAL;Arte y Arquitectura;Humanidades y Artes;Artes;Postítulo en Arte y Arquitectura;Artes y Humanidades;Artes;Postítulo;Diplomado (desde un semestre);Postítulo;Presencial;Vespertina;Plan Regular;1;1;I70S1C1124J2V1;NO ACREDITADA;11;;5;4;1;;1;; 28,2 ; 35,3 ; 25,5 ;;3;3;4;;10;90,9%;10;;;10
MAT_2026;10;1;9;;6;1;5;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;CURSO DE ESPECIALIZACION DE POSTITULO EN COMPOSICION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Postítulo en Arte y Arquitectura;Artes y Humanidades;Artes;Postítulo;Postítulo;Postítulo;Presencial;Diurna;Plan Regular;4;4;I70S1C634J1V1;NO ACREDITADA;10;;1;1;3;4;1;; 33,7 ; 24,0 ; 34,8 ;;3;5;1;;9;90,0%;9;;;9
MAT_2026;3;1;2;;2;1;1;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN ARTES CON MENCION EN COMPOSICION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Magister en Arte y Arquitectura;Artes y Humanidades;Artes;Posgrado;Magister;Magister;Presencial;Diurna;Plan Regular;4;4;I70S1C532J1V1;ACREDITADA;3;;;1;1;;1;; 34,3 ; 32,0 ; 35,5 ;;2;;;;2;66,7%;2;;;2
MAT_2026;29;19;10;;1;1;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN GESTION CULTURAL;Ciencias Sociales;Ciencias Sociales, Enseñanza Comercial y Derecho;Ciencias Sociales y del Comportamiento;Magister en Ciencias Sociales;Ciencias Sociales, Periodismo e Información;Ciencias Sociales y del Comportamiento;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C535J2V1;NO ACREDITADA;29;;1;5;9;5;9;; 35,8 ; 34,7 ; 38,0 ;;7;8;5;;20;69,0%;19;1;;20
MAT_2026;31;11;20;;17;9;8;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;MAGISTER EN INTERPRETACION MUSICAL;Arte y Arquitectura;Humanidades y Artes;Artes;Magister en Arte y Arquitectura;Artes y Humanidades;Artes;Posgrado;Magister;Magister;Presencial;Vespertina;Plan Regular;4;4;I70S1C895J2V1;ACREDITADA;31;;3;8;10;5;5;; 33,5 ; 31,0 ; 35,0 ;;4;16;4;;24;77,4%;21;3;;24
MAT_2026;27;20;7;;27;20;7;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;71;UNIVERSIDAD DE SANTIAGO DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;ESTACION CENTRAL;CASA CENTRAL (SANTIAGO);GESTION CULTURAL;Ciencias Sociales;Ciencias Sociales, Enseñanza Comercial y Derecho;Ciencias Sociales y del Comportamiento;Otros Profesionales de Ciencias Sociales;Ciencias Sociales, Periodismo e Información;Ciencias Sociales y del Comportamiento;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;No Presencial;A Distancia;Plan Especial;3;3;I71S1C1090J4V1;NO ACREDITADA;27;;3;5;6;2;11;; 36,5 ; 34,8 ; 41,4 ;;4;12;3;;19;70,4%;16;3;;19
